# X Y Z i
284274.50 5036162.40 -6.00 0.001711
284294.50 5036162.40 -6.00 0.001710
284314.50 5036162.40 -6.00 0.001683
284334.50 5036162.40 -6.00 0.001921
284214.50 5036182.40 -6.00 0.001599
284234.50 5036182.40 -6.00 0.001617
284254.50 5036182.40 -6.00 0.001941
284274.50 5036182.40 -6.00 0.001848
284294.50 5036182.40 -6.00 0.001784
284314.50 5036182.40 -6.00 0.001693
284334.50 5036182.40 -6.00 0.002002
284214.50 5036202.40 -6.00 0.001566
284234.50 5036202.40 -6.00 0.001635
284254.50 5036202.40 -6.00 0.001657
284274.50 5036202.40 -6.00 0.001759
284294.50 5036202.40 -6.00 0.001900
284314.50 5036202.40 -6.00 0.001859
284334.50 5036202.40 -6.00 0.002496
284214.50 5036222.40 -6.00 0.001388
284234.50 5036222.40 -6.00 0.000771
284254.50 5036222.40 -6.00 0.001329
284274.50 5036222.40 -6.00 0.001300
284294.50 5036222.40 -6.00 0.002110
284314.50 5036222.40 -6.00 0.002054
284334.50 5036222.40 -6.00 0.004073
284214.50 5036242.40 -6.00 0.001205
284234.50 5036242.40 -6.00 0.000001
284254.50 5036242.40 -6.00 0.001586
284274.50 5036242.40 -6.00 0.001586
284294.50 5036242.40 -6.00 0.002124
284314.50 5036242.40 -6.00 0.001931
284334.50 5036242.40 -6.00 0.002512
284214.50 5036262.40 -6.00 0.001478
284234.50 5036262.40 -6.00 0.001489
284254.50 5036262.40 -6.00 0.001502
284274.50 5036262.40 -6.00 0.001504
284294.50 5036262.40 -6.00 0.001537
284314.50 5036262.40 -6.00 0.001746
284334.50 5036262.40 -6.00 0.001913
284214.50 5036282.40 -6.00 0.001439
284234.50 5036282.40 -6.00 0.001444
284254.50 5036282.40 -6.00 0.001460
284274.50 5036282.40 -6.00 0.001600
284294.50 5036282.40 -6.00 0.001614
284314.50 5036282.40 -6.00 0.000916
284334.50 5036282.40 -6.00 0.001861
284214.50 5036302.40 -6.00 0.001546
284234.50 5036302.40 -6.00 0.001556
284254.50 5036302.40 -6.00 0.001575
284274.50 5036302.40 -6.00 0.001444
284294.50 5036302.40 -6.00 0.001534
284314.50 5036302.40 -6.00 0.001610
284334.50 5036302.40 -6.00 0.001676
284214.50 5036322.40 -6.00 0.001529
284234.50 5036322.40 -6.00 0.001191
284254.50 5036322.40 -6.00 0.001255
284274.50 5036322.40 -6.00 0.001383
284294.50 5036322.40 -6.00 0.001489
284314.50 5036322.40 -6.00 0.001564
284334.50 5036322.40 -6.00 0.001616
284214.50 5036342.40 -6.00 0.001246
284234.50 5036342.40 -6.00 0.000965
284254.50 5036342.40 -6.00 0.000858
284274.50 5036342.40 -6.00 0.001301
284294.50 5036342.40 -6.00 0.001450
284314.50 5036342.40 -6.00 0.001528
284334.50 5036342.40 -6.00 0.001576
284214.50 5036142.40 -2.00 0.001635
284234.50 5036142.40 -2.00 0.001649
284254.50 5036142.40 -2.00 0.001605
284274.50 5036142.40 -2.00 0.001694
284294.50 5036142.40 -2.00 0.001785
284314.50 5036142.40 -2.00 0.001782
284334.50 5036142.40 -2.00 0.001887
284214.50 5036162.40 -2.00 0.001621
284234.50 5036162.40 -2.00 0.001632
284254.50 5036162.40 -2.00 0.001689
284274.50 5036162.40 -2.00 0.001714
284294.50 5036162.40 -2.00 0.001708
284314.50 5036162.40 -2.00 0.001650
284334.50 5036162.40 -2.00 0.001921
284214.50 5036182.40 -2.00 0.001598
284234.50 5036182.40 -2.00 0.001613
284254.50 5036182.40 -2.00 0.001740
284274.50 5036182.40 -2.00 0.001746
284294.50 5036182.40 -2.00 0.001777
284314.50 5036182.40 -2.00 0.001657
284334.50 5036182.40 -2.00 0.001973
284214.50 5036202.40 -2.00 0.001571
284234.50 5036202.40 -2.00 0.001670
284254.50 5036202.40 -2.00 0.001671
284274.50 5036202.40 -2.00 0.001872
284294.50 5036202.40 -2.00 0.001913
284314.50 5036202.40 -2.00 0.001806
284334.50 5036202.40 -2.00 0.002263
284214.50 5036222.40 -2.00 0.001383
284234.50 5036222.40 -2.00 0.000000
284254.50 5036222.40 -2.00 0.001471
284274.50 5036222.40 -2.00 0.001321
284294.50 5036222.40 -2.00 0.002183
284314.50 5036222.40 -2.00 0.002024
284334.50 5036222.40 -2.00 0.004452
284214.50 5036242.40 -2.00 0.001183
284234.50 5036242.40 -2.00 0.000053
284254.50 5036242.40 -2.00 0.001578
284274.50 5036242.40 -2.00 0.001585
284294.50 5036242.40 -2.00 0.002020
284314.50 5036242.40 -2.00 0.001905
284334.50 5036242.40 -2.00 0.002399
284214.50 5036262.40 -2.00 0.001472
284234.50 5036262.40 -2.00 0.001486
284254.50 5036262.40 -2.00 0.001501
284274.50 5036262.40 -2.00 0.001504
284294.50 5036262.40 -2.00 0.000000
284314.50 5036262.40 -2.00 0.001735
284334.50 5036262.40 -2.00 0.001892
284214.50 5036282.40 -2.00 0.001439
284234.50 5036282.40 -2.00 0.001444
284254.50 5036282.40 -2.00 0.001460
