# X Y Z i
284314.50 5036222.40 -10.00 0.004748
284334.50 5036222.40 -10.00 0.000580
284214.50 5036242.40 -10.00 0.000070
284234.50 5036242.40 -10.00 0.000000
284254.50 5036242.40 -10.00 0.001488
284274.50 5036242.40 -10.00 0.000818
284294.50 5036242.40 -10.00 0.003492
284314.50 5036242.40 -10.00 0.000748
284334.50 5036242.40 -10.00 0.000725
284214.50 5036262.40 -10.00 0.000672
284234.50 5036262.40 -10.00 0.001589
284254.50 5036262.40 -10.00 0.000985
284274.50 5036262.40 -10.00 0.001355
284294.50 5036262.40 -10.00 0.000725
284314.50 5036262.40 -10.00 0.000394
284334.50 5036262.40 -10.00 0.001076
284214.50 5036282.40 -10.00 0.001128
284234.50 5036282.40 -10.00 0.001916
284254.50 5036282.40 -10.00 0.002196
284274.50 5036282.40 -10.00 0.001580
284294.50 5036282.40 -10.00 0.001384
284314.50 5036282.40 -10.00 0.001763
284334.50 5036282.40 -10.00 0.001336
284214.50 5036302.40 -10.00 0.000252
284234.50 5036302.40 -10.00 0.000415
284254.50 5036302.40 -10.00 0.000421
284274.50 5036302.40 -10.00 0.000207
284294.50 5036302.40 -10.00 0.000227
284314.50 5036302.40 -10.00 0.000583
284334.50 5036302.40 -10.00 0.002171
284214.50 5036322.40 -10.00 0.002451
284234.50 5036322.40 -10.00 0.001386
284254.50 5036322.40 -10.00 0.000522
284274.50 5036322.40 -10.00 0.000327
284294.50 5036322.40 -10.00 0.000414
284314.50 5036322.40 -10.00 0.001125
284334.50 5036322.40 -10.00 0.000556
284214.50 5036342.40 -10.00 0.000353
284234.50 5036342.40 -10.00 0.000622
284254.50 5036342.40 -10.00 0.000993
284274.50 5036342.40 -10.00 0.000239
284294.50 5036342.40 -10.00 0.001810
284314.50 5036342.40 -10.00 0.001549
284334.50 5036342.40 -10.00 0.000320
284214.50 5036142.40 -6.00 0.002681
284234.50 5036142.40 -6.00 0.003357
284254.50 5036142.40 -6.00 0.001520
284274.50 5036142.40 -6.00 0.002711
284294.50 5036142.40 -6.00 0.002289
284314.50 5036142.40 -6.00 0.002479
284334.50 5036142.40 -6.00 0.001704
284214.50 5036162.40 -6.00 0.002412
284234.50 5036162.40 -6.00 0.002589
284254.50 5036162.40 -6.00 0.002633
284274.50 5036162.40 -6.00 0.003590
284294.50 5036162.40 -6.00 0.003167
284314.50 5036162.40 -6.00 0.003419
284334.50 5036162.40 -6.00 0.002890
284214.50 5036182.40 -6.00 0.000924
284234.50 5036182.40 -6.00 0.000432
284254.50 5036182.40 -6.00 0.001481
